Time (s),Green Avg (rPPG Proxy)
0.000,82.13086419753087
0.033,83.31818181818181
0.067,84.89074074074074
0.100,79.25864197530865
0.133,71.10654761904762
0.167,70.35515151515152
0.200,70.66545454545455
0.233,67.82060606060607
0.267,67.02969696969697
0.300,65.65833333333333
0.333,65.45416666666667
0.367,64.5748538011696
0.400,65.23684210526316
0.433,65.41929824561403
0.467,66.09107142857142
0.500,69.18024691358025
0.533,68.08765432098765
0.567,66.63928571428572
0.600,68.05238095238096
0.633,68.78095238095239
0.667,69.72242424242424
0.700,69.57678571428572
0.733,68.35357142857143
0.767,68.93035714285715
0.800,69.2827380952381
0.833,69.95892857142857
0.867,70.79880952380952
0.900,70.29523809523809
0.933,70.92727272727272
0.967,71.22916666666667
1.000,70.10535714285714
1.033,70.33818181818182
1.067,72.76727272727273
1.100,71.24606060606061
1.133,72.51333333333334
1.167,71.38456790123456
1.200,72.17151515151515
1.233,72.75272727272727
1.267,72.77272727272727
1.300,72.44938271604939
1.333,74.86845238095238
1.367,75.0375
1.400,74.69761904761904
1.433,74.53035714285714
1.467,73.66315789473684
1.500,74.93452380952381
1.533,75.96904761904761
1.567,76.28214285714286
1.600,74.98245614035088
1.633,74.94269005847953
1.667,75.47543859649123
1.700,74.61812865497076
1.733,75.30833333333334
1.767,76.24969696969697
1.800,75.96309523809524
1.833,75.69824561403509
1.867,76.46071428571429
1.900,75.40119047619048
1.933,75.88928571428572
1.967,76.56848484848484
2.000,76.37261904761905
2.033,77.11130952380952
2.067,76.57916666666667
2.100,76.01190476190476
2.133,74.52363636363637
2.167,73.12261904761905
2.200,73.03757575757575
2.233,71.59761904761905
2.267,71.73273809523809
2.300,71.68928571428572
2.333,71.04880952380952
2.367,71.74
2.400,71.71757575757576
2.433,71.14880952380952
2.467,70.94464285714285
2.500,71.16242424242424
2.533,71.6260606060606
2.567,71.73515151515151
2.600,71.18242424242425
2.633,72.0660606060606
2.667,70.89393939393939
2.700,70.75119047619047
2.733,70.91488095238095
2.767,71.42121212121212
2.800,71.56666666666666
2.833,71.4452380952381
2.867,71.32514619883041
2.900,70.77011494252874
2.933,71.75964912280702
2.967,71.65847953216374
3.000,72.50116959064327
3.033,73.58011695906433
3.067,73.31871345029239
3.100,73.97426900584796
3.133,73.11052631578947
3.167,74.7797619047619
3.200,74.64821428571429
3.233,74.8812865497076
3.267,74.98479532163742
3.300,75.36785714285715
3.333,74.9029239766082
3.367,75.2577380952381
3.400,74.65730994152047
3.433,74.86783625730995
3.467,75.20350877192982
3.500,75.20238095238095
3.533,73.99940476190476
3.567,75.5
3.600,76.28909090909092
3.633,77.43827160493827
3.667,77.14666666666666
3.700,76.62037037037037
3.733,74.98869047619047
3.767,75.4172619047619
3.800,74.38909090909091
3.833,75.74666666666667
3.867,76.24702380952381
3.900,74.75178571428572
3.933,74.6047619047619
3.967,74.78363636363636
4.000,74.70119047619048
4.033,73.546783625731
4.067,74.66363636363636
4.100,75.03939393939395
4.133,74.91818181818182
4.167,76.32303030303031
4.200,77.02962962962962
4.233,78.36975308641975
4.267,78.7179012345679
4.300,78.0246913580247
4.333,79.67962962962963
4.367,79.39454545454545
4.400,78.67636363636363
4.433,78.78950617283951
4.467,79.07592592592593
4.500,78.72777777777777
4.533,79.50987654320987
4.567,78.6969696969697
4.600,78.87407407407407
4.633,78.73878787878787
4.667,78.63878787878788
4.700,78.66666666666667
4.733,79.18703703703704
4.767,79.58242424242424
4.800,79.35246913580247
4.833,79.9874213836478
4.867,79.98518518518519
4.900,79.34666666666666
4.933,80.11234567901235
4.967,80.44135802469135
5.000,80.14969696969698
5.033,80.46172839506173
5.067,80.50925925925925
5.100,80.91913580246914
5.133,79.00484848484848
5.167,79.63151515151515
5.200,80.32484848484849
5.233,79.98545454545454
5.267,79.82363636363637
5.300,79.83333333333333
5.333,79.60178571428571
5.367,80.09878787878787
5.400,80.05878787878788
5.433,80.2625
5.467,80.02727272727273
5.500,79.8952380952381
5.533,80.06488095238095
5.567,79.99821428571428
5.600,79.38011695906432
5.633,79.23095238095237
5.667,79.62865497076024
5.700,79.76904761904763
5.733,80.05
5.767,80.0569696969697
5.800,78.68690476190476
5.833,80.10059523809524
5.867,79.14642857142857
5.900,78.65497076023392
5.933,79.40242424242425
5.967,79.16130952380952
6.000,79.63508771929824
6.033,78.97261904761905
6.067,79.17309941520467
6.100,79.17261904761905
